,Fecha,Hora,Cuenca,Sub-Cuenca,Estacion,Paso,Precipitaciones (mm),Precipitaciones_IMERG_Polanco_del_Yi,Precipitaciones_MERRA_Polanco_del_Yi
762,2017-02-01,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,45.0,9.76031208,2.12330633e-06
763,2017-02-02,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,40.0,0.393731147,3.54430085e-06
764,2017-02-03,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,6.4550477e-06
765,2017-02-04,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,6.3870182,1.25892257e-05
766,2017-02-05,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,1.55732596,1.81717041e-05
767,2017-02-06,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,1.0,0.0,2.33842002e-05
768,2017-02-07,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,2.94807251e-05
769,2017-02-08,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0422679633,0.000150874257
770,2017-02-09,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00972300768
771,2017-02-10,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,10.0,48.7043839,0.0195465982
772,2017-02-11,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,67.0,5.34599638,0.0161133707
773,2017-02-12,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,57.1703606,0.0155970454
774,2017-02-13,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,130.0,16.0785446,0.0168040395
775,2017-02-14,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,10.0,0.210587829,0.0169582665
776,2017-02-15,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0177830458
777,2017-02-16,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,1.34645391,0.0128176063
778,2017-02-17,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.194383278,0.00073928386
779,2017-02-18,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,17.5757961,0.000176648609
780,2017-02-19,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,10.0,0.0144659802,0.000492855906
781,2017-02-20,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.000738026574
782,2017-02-21,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,53.3841286,0.000248523429
783,2017-02-22,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,17.0,0.393358231,0.000578979962
784,2017-02-23,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.710704923,0.000588200055
785,2017-02-24,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.270735383,0.00118226744
786,2017-02-25,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.000170414569
787,2017-02-26,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00016449485
788,2017-02-27,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.000378966797
789,2017-02-28,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0700186715,0.000241713133
790,2017-03-01,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.000332552008
791,2017-03-02,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,1.55196176e-05
792,2017-03-03,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,1.57081079,1.00910256e-05
793,2017-03-04,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0341884941,8.92541721e-06
794,2017-03-05,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,1.44194928e-05
795,2017-03-06,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,8.75385012e-05
796,2017-03-07,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00507440418
797,2017-03-08,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,1.22498596,0.012780726
798,2017-03-09,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,25.0,85.6759262,0.0137865543
799,2017-03-10,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,20.0,0.0,0.0130321831
800,2017-03-11,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.801777124,0.0160597265
801,2017-03-12,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,5.33674526,0.0127438456
802,2017-03-13,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.000749132596
803,2017-03-14,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.000414904207
804,2017-03-15,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,3.93169832,0.000162713695
805,2017-03-16,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,5.0,0.0102167223,6.93340553e-05
806,2017-03-17,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,4.86281351e-05
807,2017-03-18,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,3.58588295e-05
808,2017-03-19,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,3.00438842e-05
809,2017-03-20,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,3.02927219e-05
810,2017-03-21,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,4.64016921e-05
811,2017-03-22,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.00711743021,8.14616214e-05
812,2017-03-23,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.970456541,0.000909017399
813,2017-03-24,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,10.0,0.0,0.000917818397
814,2017-03-25,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.000368698966
815,2017-03-26,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.000101682963
816,2017-03-27,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00692345202
817,2017-03-28,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00343155116
818,2017-03-29,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,9.22009349e-05
819,2017-03-30,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0110868411,0.000638910569
820,2017-03-31,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0202622563,0.00899545848
821,2017-04-01,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0166967511
822,2017-04-02,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0307252109,0.0194996595
823,2017-04-03,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.585722327,0.0180378556
824,2017-04-04,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,1.0,0.0,0.0156909227
825,2017-04-05,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,14.1052341,0.0164620578
826,2017-04-06,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0069167465
827,2017-04-07,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0253938138
828,2017-04-08,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.440059692,0.108227134
829,2017-04-09,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,4.79456758,0.147521496
830,2017-04-10,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,2.0,10.0203037,0.124454498
831,2017-04-11,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,5.0,0.0,0.101521611
832,2017-04-12,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.091356039
833,2017-04-13,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.00105491839,0.0819146633
834,2017-04-14,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0639438629
835,2017-04-15,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.01706554,0.0506132841
836,2017-04-16,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,9.32622352e-05,0.0512436032
837,2017-04-17,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0391602516
838,2017-04-18,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0334203243
839,2017-04-19,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,12.9810514,0.0061204657
840,2017-04-20,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,20.0,0.201694638,3.03058187e-05
841,2017-04-21,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.117295891,6.14891178e-06
842,2017-04-22,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,3.90937203e-06
843,2017-04-23,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.000486569479
844,2017-04-24,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.281306952,0.000698631629
845,2017-04-25,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,15.0550909,0.00160513446
846,2017-04-26,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,36.0,12.9082947,0.00278027728
847,2017-04-27,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00149155967
848,2017-04-28,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.00550518557,0.000178691698
849,2017-04-29,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,4.76065907e-05
850,2017-04-30,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,8.46048351e-06
851,2017-05-01,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,6.53362804e-06
852,2017-05-02,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00123842619
853,2017-05-03,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.019124737,0.0401392579
854,2017-05-04,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0185206532
855,2017-05-05,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00547338277
856,2017-05-06,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00428985804
857,2017-05-07,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.435873181,0.00385399908
858,2017-05-08,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,7.0,18.8248615,0.000692764297
859,2017-05-09,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,4.12022928e-05
860,2017-05-10,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0132566942,0.000305206049
861,2017-05-11,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.000934483542,0.00108922832
862,2017-05-12,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,33.767189,0.00134948641
863,2017-05-13,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,24.0,0.559403121,0.000892672688
864,2017-05-14,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.000101578189
865,2017-05-15,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.00244285562,6.03235094e-05
866,2017-05-16,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.00538887689,7.50180334e-05
867,2017-05-17,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,6.03758963e-05
868,2017-05-18,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,10.7138662,0.000135420123
869,2017-05-19,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,65.0,58.0295944,0.00305101275
870,2017-05-20,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,45.0,0.0,0.00761412084
871,2017-05-21,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0111814588
872,2017-05-22,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0138804317
873,2017-05-23,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.00212468649,0.00851936638
874,2017-05-24,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,4.28786734e-05
875,2017-05-25,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,14.0,56.8253021,6.18983904e-06
876,2017-05-26,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,31.0,0.397583187,0.00337371603
877,2017-05-27,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.231013387,0.00458154827
878,2017-05-28,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,4.13831234,0.00121705234
879,2017-05-29,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,37.0,0.0,0.000138144242
880,2017-05-30,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,2.41569069e-05
881,2017-05-31,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,7.21956894e-06
882,2017-06-01,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,4.76557034e-06
883,2017-06-02,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,8.87957867e-06
884,2017-06-03,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,8.4421481e-05
885,2017-06-04,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,2.43075192e-05
886,2017-06-05,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,1.38301402e-05
887,2017-06-06,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00151041895
888,2017-06-07,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.354772538,0.000613345765
889,2017-06-08,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.460706502,0.00139935873
890,2017-06-09,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.202426732,8.55216058e-05
891,2017-06-10,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00308956951
892,2017-06-11,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00390596688
893,2017-06-12,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00802651048
894,2017-06-13,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0137127936
895,2017-06-14,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0138200819
896,2017-06-15,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0127539039
897,2017-06-16,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0248399545,0.00924691558
898,2017-06-17,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.459850132,0.000245275442
899,2017-06-18,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.000226625707
900,2017-06-19,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.000940449536
901,2017-06-20,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0578351542,7.86589226e-05
902,2017-06-21,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,3.21524567e-06
903,2017-06-22,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,1.3746444e-07
904,2017-06-23,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,1.5317862,5.6674665e-09
905,2017-06-24,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.00239911187,1.87370119e-09
906,2017-06-25,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,4.05755429e-09
907,2017-06-26,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,2.709033e-09
908,2017-06-27,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,3.76119423,4.02494038e-08
909,2017-06-28,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.741244197,7.50503659e-08
910,2017-06-29,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,1.97086251,3.34452466e-08
911,2017-06-30,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,1.02672434,3.19104743e-08
912,2017-07-01,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.00143062952,3.47625928e-08
913,2017-07-02,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,2.5330138e-08
914,2017-07-03,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,1.15619514e-08
915,2017-07-04,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,1.96722638e-09
916,2017-07-05,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.000995770097
917,2017-07-06,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,2.24750924,0.00430159271
918,2017-07-07,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,42.0,54.2279434,0.0077817589
919,2017-07-08,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,10.0,20.3254738,0.00875405967
920,2017-07-09,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,3.0,0.48354125,0.00806003809
921,2017-07-10,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,6.0,11.4272795,0.00445581973
922,2017-07-11,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,13.0,0.483079493,1.5617843e-05
923,2017-07-12,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,1.21789421e-20
924,2017-07-13,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,6.439601070000001e-20
925,2017-07-14,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.392639071,3.19653608e-19
926,2017-07-15,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,1.12438703,6.08225904e-19
927,2017-07-16,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,5.0,0.737185717,3.24604343e-08
928,2017-07-17,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,8.63336027e-05
929,2017-07-18,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,8.54561222e-06
930,2017-07-19,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,3.0818228e-06
931,2017-07-20,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,1.67418079e-08
932,2017-07-21,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,2.36131115e-09
933,2017-07-22,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,1.6566748e-10
934,2017-07-23,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0691165179,1.5680168000000002e-16
935,2017-07-24,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.129977033,2.4775713700000007e-15
936,2017-07-25,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.157552287,1.01237378e-13
937,2017-07-26,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,2.0,8.15056992,1.5877924e-12
938,2017-07-27,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,18.0,0.068001464,1.26461341e-11
939,2017-07-28,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0925377831,2.2122304e-10
940,2017-07-29,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,3.35571571e-09
941,2017-07-30,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.372877121,1.14647492e-07
942,2017-07-31,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.281269878,2.12625309e-05
943,2017-08-01,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,11.1973658,6.30214345e-05
944,2017-08-02,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,19.0,6.88605022,3.03582055e-05
945,2017-08-03,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,6.79065124e-06
946,2017-08-04,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,5.62176865e-06
947,2017-08-05,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,3.53120413e-06
948,2017-08-06,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00464357436
949,2017-08-07,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,7.58510303,0.0258564949
950,2017-08-08,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,11.0,13.794137,0.0344395638
951,2017-08-09,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0250518322
952,2017-08-10,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0181049109
953,2017-08-11,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,6.0,48.2452393,0.0175818801
954,2017-08-12,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,80.0,21.2915821,0.0110842288
955,2017-08-13,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.248954311,0.0128343701
956,2017-08-14,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0014880494,0.00757388771
957,2017-08-15,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00362265855
958,2017-08-16,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00241314992
959,2017-08-17,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00161938369
960,2017-08-18,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00293869525
961,2017-08-19,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,2.42544246,0.00122208148
962,2017-08-20,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,10.0,0.0,0.000823941082
963,2017-08-21,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.000638072379
964,2017-08-22,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,8.98173312e-05
965,2017-08-23,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.150107458,3.97092663e-05
966,2017-08-24,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,9.37097168,0.000112317502
967,2017-08-25,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,30.0,43.3361626,0.00332929194
968,2017-08-26,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,62.0,46.9506836,0.0105075538
969,2017-08-27,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0126902014
970,2017-08-28,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,2.63438869,0.00620931387
971,2017-08-29,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,15.0,38.1401901,0.00253720209
972,2017-08-30,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,31.0,0.0,0.000100635225
973,2017-08-31,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00281548128
974,2017-09-01,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00611040741
975,2017-09-02,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0107999435,0.0277876854
976,2017-09-03,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.898555875,0.00653788447
977,2017-09-04,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,60.0,35.6094284,0.00859983265
978,2017-09-05,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,7.0,0.45297879,0.00161938369
979,2017-09-06,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00584553927
980,2017-09-07,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,6.38493061,0.0102996826
981,2017-09-08,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,3.0,6.82073212,0.0278413296
982,2017-09-09,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,4.0,20.828825,0.0243209302
983,2017-09-10,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,28.0,81.2782516,0.0307247043
984,2017-09-11,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,45.0,1.51691282,0.0865548849
985,2017-09-12,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0106379865,0.15873313
986,2017-09-13,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,4.72586536,0.208246708
987,2017-09-14,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,4.0,5.51250696,0.159323215
988,2017-09-15,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0449001789
989,2017-09-16,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0016097445
990,2017-09-17,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.000290223397
991,2017-09-18,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.000888062641
992,2017-09-19,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00095134601
993,2017-09-20,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.00149491243
994,2017-09-21,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,2.57038903,0.0436127186
995,2017-09-22,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,9.0,1.77739608,0.0220946968
996,2017-09-23,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0776762813,4.31373337e-07
997,2017-09-24,700,Central Constitución,Río Yí,Polanco del Yí,Polanco del Yi,0.0,0.0,0.0
